temple_barony_of_african_group;Temple of;;;;;;;;;;;;;x
temple_county_of_african_group;Theocracy of;;;;;;;;;;;;;x
temple_duchy_of_african_group;Theocracy of;;;;;;;;;;;;;x
temple_kingdom_of_african_group;Theocracy of;;;;;;;;;;;;;x
temple_empire_of_african_group;Empire of;;;;;;;;;;;;;x
temple_barony_african_group;Temple;;;;;;;;;;;;;x
temple_county_african_group;Theocracy;;;;;;;;;;;;;x
temple_duchy_african_group;Theocracy;;;;;;;;;;;;;x
temple_kingdom_african_group;Theocracy;;;;;;;;;;;;;x
temple_empire_african_group;Empire;;;;;;;;;;;;;x
king_manden;Faama;;;;;;;;;;;;;x
tribal_king_manden;Faama;;;;;;;;;;;;;x
emperor_manden;Mansa;;;;;;;;;;;;;x
tribal_emperor_manden;Mansa;;;;;;;;;;;;;x
king_songhay;Dia;;;;;;;;;;;;;x
tribal_king_songhay;Dia;;;;;;;;;;;;;x
emperor_songhay;Dia;;;;;;;;;;;;;x
tribal_emperor_songhay;Dia;;;;;;;;;;;;;x
king_soninke;Ghana;;;;;;;;;;;;;x
tribal_king_soninke;Ghana;;;;;;;;;;;;;x
emperor_soninke;Ghana;;;;;;;;;;;;;x
tribal_emperor_soninke;Ghana;;;;;;;;;;;;;x
job_spiritual_bori;Court Magadja;;;;;;;;;;;;;x
job_spiritual_a_tag_roog;Hogon;;;;;;;;;;;;;x
job_spiritual_a_tag_roog_reformed;Hogon;;;;;;;;;;;;;x
job_spiritual_amazigh;Court Marabout;;;;;;;;;;;;;x
job_spiritual_amazigh_reformed;Court Marabout;;;;;;;;;;;;;x
job_marshal_west_african;Farima;;;;;;;;;;;;;x
job_treasurer_west_african;Farba;;;;;;;;;;;;;x
job_chancellor_central_african;Wakili;;;;;;;;;;;;;x
job_marshal_central_african;Zerma;;;;;;;;;;;;;x
job_treasurer_central_african;Midala;;;;;;;;;;;;;x
title_champion_afr;Champion;Champion;Champion;;Campeón;;;;;;;;;x
title_champion_afr_desc;The person that this title is bestowed upon is considered to be the Champion of the Realm. There is surely no greater honor for mortal men to aspire to.;La personne à qui ce titre est décerné est considérée comme le champion du royaume. Aucun mortel ne saurait espérer titre plus honorable.;Die Person, die diesen Titel erhalten hat, wird als Champion des Reiches angesehen. Es gibt wahrlich keine größere Ehre für Sterbliche.;;La persona a la que se le otorga este título es considerada como el Campeón del Reino. No se puede aspirar a un honor mayor para los hombres mortales.;;;;;;;;;x
title_master_of_the_blade_afr;Master of the Blade;Maître de la lame;Meister des Schwertes;;Maestro de la Espada;;;;;;;;;x
title_master_of_the_blade_afr_desc;The Master of the Blade is a prestigious honorific usually granted to those with demonstrated ability in swordsmanship.;Le maître de la lame est un titre prestigieux habituellement décerné à ceux qui ont démontré leur habileté à manier l'épée.;Der Meister des Schwertes ist eine prestigeträchtige Ehrung, die nur den Erfahrensten im Umgang mit dem Schwert zuteil wird.;;El Maestro de la Espada es un prestigioso título honorífico concedido a aquellas personas con demostrada capacidad en el manejo de la espada.;;;;;;;;;x
title_master_of_the_bow_afr;Master of the Bow;Maître de l'arc;Meister des Bogens;;Maestro del Arco;;;;;;;;;x
title_master_of_the_bow_afr_desc;The Master of the Bow is a prestigious honorific usually granted to those with demonstrated ability in bowmanship.;Le maître de l'arc est un titre prestigieux habituellement décerné à ceux qui ont démontré leur habileté à manier l'arc.;Der Meister des Bogens ist eine prestigeträchtige Ehrung, die nur den Erfahrensten im Umgang mit dem Bogen zuteil wird.;;El Maestro del Arco es un prestigioso título honorífico concedido a aquellas personas con demostrada capacidad en el manejo del Arco.;;;;;;;;;x
title_venerable_elder_afr;Venerable Elder;Vénérable aîné;Ehrwürdiger Älterer;;Venerable Anciano;;;;;;;;;x
title_venerable_elder_afr_desc;This honorific can only be granted to those who have reached the age of fifty. Their wisdom and the sorely needed guidance they offer the younger generations is deserving of great respect.;Ce titre honorifique ne peut être accordé qu'à ceux qui ont atteint l'âge de cinquante ans. Leur sagesse et leurs conseils, dont ont grandement besoin les générations plus jeunes, appellent à un grand respect.;Diese Ehrung können nur jene erhalten, die das fünfzigste Lebensjahr erreicht haben. Ihre Weisheit und ihr dringend benötigter Rat für jüngere Generationen verdienen den höchstmöglichen Respekt.;;Este título honorífico sólo puede concederse a quienes hayan alcanzado la edad de cincuenta. Su sabiduría y la muy necesaria guía que ofrecen a las nuevas generaciones se merecen un gran respeto.;;;;;;;;;x
title_magajiya_yaljigari;Magajiya Yaljigari;;;;;;;;;;;;;x
title_magajiya_yaljigari_desc;The Magajiya Yaljigari is a trusted woman who is in charge of informing the ruler of the news around the capital.;;;;;;;;;;;;x
title_griot;Griot;;;;;;;;;;;;;x
title_griot_desc;A griot is an historian, a storyteller and a poet. A very trusted position in any West African court.;;;;;;;;;;;;x
title_chiroma;Chiroma;;;;;;;;;;;;;x
title_chiroma_desc;The chiroma is the traditional title held by the heir apparent in the lands of Kanem. Holding it may be enough to persuade the court to back the candidate in the eventual succession.;;;;;;;;;;;;x
W_L_251180;https://en.wikipedia.org/wiki/Bayajidda;;;;;;;;;;;;;x
W_L_251187;https://en.wikipedia.org/wiki/Daurama;;;;;;;;;;;;;x
W_L_1060003;https://en.wikipedia.org/wiki/Bilal_ibn_Rabah;;;;;;;;;;;;;x
bayajidda;Blood of Bayajidda;;;;;;;;;;;;;x
bayajidda_desc;Bayajidda was a Baghdadi prince who was exiled to Africa. After reaching Hausaland, he gained the locals' favor by killing the monstrous snake Sarki.;;;;;;;;;;;;;x
daurama;Blood of Daurama;;;;;;;;;;;;;x
daurama_desc;Daurama was a great matriarch of the Hausa people. She ruled as a celibate religious leader but broke her vows to marry the hero Bayajidda as a reward for his bravery.;;;;;;;;;;;;;x
bilal_ibn_rabah;Blood of Bilal ibn Rabah;;;;;;;;;;;;;x
bilal_ibn_rabah_desc;Born into slavery, Bilal was the son of an exiled Ethiopian princess. After befriending the prophet Muhammad he became the first muezzin in islamic history.;;;;;;;;;;;;;x
mari_djata;Blood of Mari-Djata;;;;;;;;;;;;;x
mari_djata_desc;Prince Mari-Djata, was born disabled and was exiled from Niani by his jealous stepmother. However, he would return to reclaim his birthright, becoming the first Mansa of Mali.;;;;;;;;;;;;;x
set_bloodline;Blood of Set;;;;;;;;;;;;;x
set_bloodline_desc;Set was a leader of the Zaghawa people, who left the nomadic lifestyle of his nation and founded the city of Djimi, governing as the first ruler of the Duguwa dynasty.;;;;;;;;;;;;;x
string_reformed_religion_a_tag_roog; the ancient spiritual traditions of the Western Sahel have been unified into a single and true way of the divine, capable of resisting any foreign incursion.;;;;;;;;;;;;;x
string_reformed_religion_amazigh; the faith of Carthage and Numidia will return the old gods to their place of honor and liberate the people of North Africa of the Abrahamic yoke.;;;;;;;;;;;;;x
controls_holy_sites_tooltip;Controls all five holy sites;;;;;;;;;;;;;x
vassalize_inna_tooltip;Vassalize §Y[Root.RelHead.GetBestName]§!;;;;;;;;;;;;;x
beatification_tooltip;Ancestors can now be beatified and canonized;;;;;;;;;;;;;x
tooltip_bori_elector_vote_possessed;[From.GetSheHeCap] has the wisdom of a bori spirit who has possessed them;;;;;;;;;;;;;x
tooltip_bori_elector_possessed_ruler;The bori spirit possessing my liege surely knows best;;;;;;;;;;;;;x
tooltip_elector_vote_chiroma;[From.GetSheHeCap] is the §YChiroma§!, the position traditionally held by the heir apparent;;;;;;;;;;;;;x
eldership_rules_afr;Eldership;;;;;;;;;;;;;x
religion_feature_a_tag_roog;Way of the Divine;;;;;;;;;;;;;x
religion_feature_a_tag_roog_desc;In order to edify the faith we shall unify the many traditions of life and divination practiced by the different nations of the land.;;;;;;;;;;;;;x
religion_feature_amazigh;Numidian Faith;;;;;;;;;;;;;x
religion_feature_amazigh_desc;As the heirs of an antique land we must revive all the customs practiced by the kings of Carthage and Numidia.;;;;;;;;;;;;;x
vassalize_inna;Vassalize the Inna;;;;;;;;;;;;;x
vassalize_inna_desc;The Inna, our spiritual mother, deserves the loving protection of a faithful ruler. As her liege I shall provide that protection.;;;;;;;;;;;;;x
exalt_inna;Exalt the Inna;;;;;;;;;;;;;x
exalt_inna_desc;For too long our spiritual mother, the Inna, has seen her power limited by secular rulers. We must grant her full religious sovereignty, which will bring prosperity and glory to our realms.;;;;;;;;;;;;;x
